zip_code,city,state
60707,Elmwood Park,IL
02215,Boston,MA
06604,Bridgeport,CT
13815,Norwich,NY
13862,Whitney Point,NY
33062,Pompano Beach,FL
84067,Roy,UT
29108,Newberry,SC
29407,Charleston,SC
29418,North Charleston,SC
61111,Loves Park,IL
40324,Georgetown,KY
42701,Elizabethtown,KY
47164,Palmyra,IN
46394,Whiting,IN
47441,Linton,IN
47403,Bloomington,IN
47834,Brazil,IN
46792,Warren,IN
46835,Fort Wayne,IN
32550,Miramar Beach,FL
46755,Kendallville,IN
46347,Kouts,IN
47112,Corydon,IN
46151,Martinsville,IN
23842,Disputanta,VA
75244,Dallas,TX
20176,Leesburg,VA
79015,Canyon,TX
23112,Midlothian,VA
23456,Virginia Beach,VA
22204,Arlington,VA
22664,Woodstock,VA
24592,South Boston,VA
75034,Frisco,TX
24078,Collinsville,VA
24641,Richlands,VA
77590,Texas City,TX
85224,Chandler,AZ
85225,Chandler,AZ
72143,Searcy,AR
72150,Sheridan,AR
72949,Ozark,AR
72116,North Little Rock,AR
71953,Mena,AR
72227,Little Rock,AR
72076,Jacksonville,AR
72916,Fort Smith,AR
95050,Santa Clara,CA
58203,Grand Forks,ND
58201,Grand Forks,ND
55041,Lake City,MN
91730,Rancho Cucamonga,CA
90035,Los Angeles,CA
90502,Torrance,CA
90029,Los Angeles,CA
90401,Santa Monica,CA
95823,Sacramento,CA
90040,Los Angeles,CA
92309,Baker,CA
90003,Los Angeles,CA
92243,El Centro,CA
90620,Buena Park,CA
95125,San Jose,CA
79720,Big Spring,TX
23451,Virginia Beach,VA
23233,Henrico,VA
23834,Colonial Heights,VA
78539,Edinburg,TX
75028,Flower Mound,TX
77009,Houston,TX
75006,Carrollton,TX
92677,Laguna Niguel,CA
92688,Rancho Santa Margarita,CA
93033,Oxnard,CA
90020,Los Angeles,CA
92110,San Diego,CA
92563,Murrieta,CA
90404,Santa Monica,CA
93210,Coalinga,CA
92154,San Diego,CA
95307,Ceres,CA
07646,New Milford,NJ
07018,East Orange,NJ
08805,Bound Brook,NJ
08081,Sicklerville,NJ
07663,Saddle Brook,NJ
08028,Glassboro,NJ
07107,Newark,NJ
07621,Bergenfield,NJ
07032,Kearny,NJ
08068,Pemberton,NJ
15037,Elizabeth,PA
27607,Raleigh,NC
27514,Chapel Hill,NC
27610,Raleigh,NC
27707,Durham,NC
28202,Charlotte,NC
27573,Roxboro,NC
27834,Greenville,NC
27529,Garner,NC
27870,Roanoke Rapids,NC
95817,Sacramento,CA
45373,Troy,OH
13206,Syracuse,NY
06095,Windsor,CT
06519,New Haven,CT
06712,Prospect,CT
06484,Shelton,CT
06606,Bridgeport,CT
06422,Durham,CT
93257,Porterville,CA
54241,Two Rivers,WI
95132,San Jose,CA
14226,Buffalo,NY
75075,Plano,TX
11423,Hollis,NY
14845,Horseheads,NY
13069,Fulton,NY
11731,East Northport,NY
13057,East Syracuse,NY
89436,Sparks,NV
60099,Zion,IL
95928,Chico,CA
92027,Escondido,CA
53581,Richland Center,WI
33513,Bushnell,FL
08091,West Berlin,NJ
06010,Bristol,CT
93710,Fresno,CA
77049,Houston,TX
20772,Upper Marlboro,MD
20774,Upper Marlboro,MD
21046,Columbia,MD
21117,Owings Mills,MD
21871,Westover,MD
70526,Crowley,LA
38672,Southaven,MS
38655,Oxford,MS
38801,Tupelo,MS
80807,Burlington,CO
17063,Milroy,PA
51360,Spirit Lake,IA
54548,Minocqua,WI
92780,Tustin,CA
12586,Walden,NY
13601,Watertown,NY
12883,Ticonderoga,NY
13502,Utica,NY
13219,Syracuse,NY
14141,Springville,NY
13460,Sherburne,NY
70583,Scott,LA
94579,San Leandro,CA
49441,Muskegon,MI
77029,Houston,TX
54751,Menomonie,WI
53711,Madison,WI
53813,Lancaster,WI
53040,Kewaskum,WI
53142,Kenosha,WI
91740,Glendora,CA
96720,Hilo,HI
29631,Clemson,SC
02860,Pawtucket,RI
22405,Fredericksburg,VA
01440,Gardner,MA
04330,Augusta,ME
98023,Federal Way,WA
79936,El Paso,TX
75002,Allen,TX
22015,Burke,VA
68333,Crete,NE
16319,Cranberry,PA
07724,Eatontown,NJ
15089,West Newton,PA
08012,Blackwood,NJ
07604,Hasbrouck Heights,NJ
08021,Clementon,NJ
07936,East Hanover,NJ
19015,Brookhaven,PA
71106,Shreveport,LA
08723,Brick,NJ
07307,Jersey City,NJ
74015,Catoosa,OK
44306,Akron,OH
44312,Akron,OH
44313,Akron,OH
73533,Duncan,OK
73018,Chickasha,OK
73651,Hobart,OK
17602,Lancaster,PA
49829,Escanaba,MI
28713,Bryson City,NC
27012,Clemmons,NC
58301,Devils Lake,ND
28715,Candler,NC
28711,Black Mountain,NC
28716,Canton,NC
49307,Big Rapids,MI
27523,Apex,NC
30523,Clarkesville,GA
30546,Hiawassee,GA
30815,Hephzibah,GA
28092,Lincolnton,NC
28642,Jonesville,NC
27406,Greensboro,NC
28602,Hickory,NC
27253,Graham,NC
82718,Gillette,WY
60616,Chicago,IL
60606,Chicago,IL
60622,Chicago,IL
60617,Chicago,IL
16001,Butler,PA
15904,Johnstown,PA
72450,Paragould,AR
72601,Harrison,AR
02379,West Bridgewater,MA
27344,Siler City,NC
76110,Fort Worth,TX
29016,Blythewood,SC
15401,Uniontown,PA
15533,Breezewood,PA
17201,Chambersburg,PA
43128,Jeffersonville,OH
75602,Longview,TX
75067,Lewisville,TX
78041,Laredo,TX
77571,La Porte,TX
45414,Dayton,OH
43207,Columbus,OH
44115,Cleveland,OH
71301,Alexandria,LA
71350,Mansura,LA
92869,Orange,CA
93304,Bakersfield,CA
93662,Selma,CA
92804,Anaheim,CA
91766,Pomona,CA
98208,Everett,WA
98198,Seattle,WA
37076,Hermitage,TN
76086,Weatherford,TX
75013,Allen,TX
76015,Arlington,TX
76017,Arlington,TX
37929,Knoxville,TN
37664,Kingsport,TN
37067,Franklin,TN
29720,Lancaster,SC
91789,Walnut,CA
92630,Lake Forest,CA
90504,Torrance,CA
15530,Berlin,PA
15552,Meyersdale,PA
15442,Grindstone,PA
92315,Big Bear Lake,CA
90803,Long Beach,CA
92503,Riverside,CA
92562,Murrieta,CA
92507,Riverside,CA
90755,Signal Hill,CA
73529,Comanche,OK
73030,Davis,OK
74954,Roland,OK
74959,Spiro,OK
78758,Austin,TX
78745,Austin,TX
78752,Austin,TX
76010,Arlington,TX
76011,Arlington,TX
76012,Arlington,TX
75702,Tyler,TX
77511,Alvin,TX
38821,Amory,MS
38916,Calhoun City,MS
39120,Natchez,MS
39145,Pelahatchie,MS
39401,Hattiesburg,MS
95620,Dixon,CA
92028,Fallbrook,CA
94954,Petaluma,CA
90249,Gardena,CA
93065,Simi Valley,CA
90650,Norwalk,CA
90038,Los Angeles,CA
90066,Los Angeles,CA
90716,Hawaiian Gardens,CA
94063,Redwood City,CA
12144,Rensselaer,NY
12804,Queensbury,NY
11803,Plainview,NY
14534,Pittsford,NY
11772,Patchogue,NY
19135,Philadelphia,PA
19106,Philadelphia,PA
19144,Philadelphia,PA
75104,Cedar Hill,TX
75455,Mount Pleasant,TX
29229,Columbia,SC
19610,Reading,PA
15236,Pittsburgh,PA
18106,Allentown,PA
19064,Springfield,PA
15237,Pittsburgh,PA
19107,Philadelphia,PA
19148,Philadelphia,PA
19341,Exton,PA
43240,Columbus,OH
44060,Mentor,OH
44512,Youngstown,OH
30127,Powder Springs,GA
02066,Scituate,MA
01966,Rockport,MA
01970,Salem,MA
48386,White Lake,MI
48413,Bad Axe,MI
48651,Prudenville,MI
49286,Tecumseh,MI
68850,Lexington,NE
59401,Great Falls,MT
38632,Hernando,MS
15825,Brookville,PA
16866,Philipsburg,PA
27408,Greensboro,NC
54665,Viroqua,WI
55792,Virginia,MN
55981,Wabasha,MN
01742,Concord,MA
40504,Lexington,KY
01238,Lee,MA
01569,Uxbridge,MA
01824,Chelmsford,MA
01240,Lenox,MA
01201,Pittsfield,MA
01915,Beverly,MA
01027,Easthampton,MA
01460,Littleton,MA
01475,Winchendon,MA
02538,East Wareham,MA
23803,Petersburg,VA
22844,New Market,VA
77702,Beaumont,TX
79415,Lubbock,TX
54660,Tomah,WI
54022,River Falls,WI
13210,Syracuse,NY
83110,Afton,WY
45209,Cincinnati,OH
74010,Bristow,OK
73644,Elk City,OK
38571,Crossville,TN
38464,Lawrenceburg,TN
38501,Cookeville,TN
38340,Henderson,TN
38242,Paris,TN
38122,Memphis,TN
38024,Dyersburg,TN
38118,Memphis,TN
38103,Memphis,TN
44710,Canton,OH
49120,Niles,MI
49125,Sawyer,MI
49085,Saint Joseph,MI
49037,Battle Creek,MI
48912,Lansing,MI
48842,Holt,MI
48801,Alma,MI
48625,Harrison,MI
48602,Saginaw,MI
48430,Fenton,MI
60630,Chicago,IL
74447,Okmulgee,OK
43223,Columbus,OH
43537,Maumee,OH
34293,Venice,FL
40202,Louisville,KY
95630,Folsom,CA
05401,Burlington,VT
65301,Sedalia,MO
02339,Hanover,MA
02184,Braintree,MA
02148,Malden,MA
02169,Quincy,MA
02134,Allston,MA
02121,Dorchester,MA
02128,Boston,MA
02131,Roslindale,MA
80210,Denver,CO
80433,Conifer,CO
81416,Delta,CO
80723,Brush,CO
80011,Aurora,CO
08742,Point Pleasant Beach,NJ
07062,Plainfield,NJ
07110,Nutley,NJ
03264,Plymouth,NH
03063,Nashua,NH
03102,Manchester,NH
03842,Hampton,NH
03743,Claremont,NH
68008,Blair,NE
68112,Omaha,NE
68107,Omaha,NE
68467,York,NE
68516,Lincoln,NE
80003,Arvada,CO
94597,Walnut Creek,CA
94544,Hayward,CA
92123,San Diego,CA
91361,Westlake Village,CA
91942,La Mesa,CA
92801,Anaheim,CA
93612,Clovis,CA
71854,Texarkana,AR
92870,Placentia,CA
95621,Citrus Heights,CA
94117,San Francisco,CA
90043,Los Angeles,CA
92121,San Diego,CA
93650,Fresno,CA
95348,Merced,CA
90021,Los Angeles,CA
94588,Pleasanton,CA
91042,Tujunga,CA
94530,El Cerrito,CA
94015,Daly City,CA
95932,Colusa,CA
90274,Palos Verdes Peninsula,CA
92376,Rialto,CA
90278,Redondo Beach,CA
92065,Ramona,CA
94565,Pittsburg,CA
91104,Pasadena,CA
91402,Panorama City,CA
93648,Parlier,CA
92865,Orange,CA
94605,Oakland,CA
94606,Oakland,CA
94621,Oakland,CA
91606,North Hollywood,CA
44685,Uniontown,OH
44012,Avon Lake,OH
10994,West Nyack,NY
14895,Wellsville,NY
11783,Seaford,NY
14624,Rochester,NY
28210,Charlotte,NC
28675,Sparta,NC
07719,Belmar,NJ
08060,Mount Holly,NJ
03867,Rochester,NH
03833,Exeter,NH
69301,Alliance,NE
68434,Seward,NE
08854,Piscataway,NJ
03246,Laconia,NH
68310,Beatrice,NE
69337,Chadron,NE
68521,Lincoln,NE
03303,Concord,NH
08077,Riverton,NJ
07832,Columbia,NJ
79762,Odessa,TX
75069,McKinney,TX
78504,McAllen,TX
79401,Lubbock,TX
79412,Lubbock,TX
79423,Lubbock,TX
78045,Laredo,TX
78559,La Feria,TX
75038,Irving,TX
77004,Houston,TX
77098,Houston,TX
77034,Houston,TX
88220,Carlsbad,NM
87112,Albuquerque,NM
07470,Wayne,NJ
07701,Red Bank,NJ
07078,Short Hills,NJ
07094,Secaucus,NJ
07866,Rockaway,NJ
07112,Newark,NJ
08736,Manasquan,NJ
17050,Mechanicsburg,PA
19033,Folsom,PA
19380,West Chester,PA
19041,Haverford,PA
19301,Paoli,PA
19333,Devon,PA
18103,Allentown,PA
92320,Calimesa,CA
92805,Anaheim,CA
92113,San Diego,CA
94066,San Bruno,CA
95368,Salida,CA
95118,San Jose,CA
95670,Rancho Cordova,CA
95360,Newman,CA
94558,Napa,CA
94553,Martinez,CA
93635,Los Banos,CA
90065,Los Angeles,CA
90011,Los Angeles,CA
90016,Los Angeles,CA
90057,Los Angeles,CA
90804,Long Beach,CA
90805,Long Beach,CA
95240,Lodi,CA
62034,Glen Carbon,IL
62220,Belleville,IL
62234,Collinsville,IL
83501,Lewiston,ID
83704,Boise,ID
96786,Wahiawā,HI
96793,Wailuku,HI
96795,Waimanalo,HI
96734,Kailua,HI
96753,Kīhei,HI
96826,Honolulu,HI
96814,Honolulu,HI
85715,Tucson,AZ
45230,Cincinnati,OH
45238,Cincinnati,OH
45255,Cincinnati,OH
44214,Burbank,OH
44820,Bucyrus,OH
71105,Shreveport,LA
70433,Covington,LA
94403,San Mateo,CA
93405,San Luis Obispo,CA
95111,San Jose,CA
95127,San Jose,CA
95122,San Jose,CA
94112,San Francisco,CA
98119,Seattle,WA
63126,Saint Louis,MO
19067,Morrisville,PA
17055,Mechanicsburg,PA
16335,Meadville,PA
17745,Lock Haven,PA
17837,Lewisburg,PA
18704,Kingston,PA
19043,Holmes,PA
97005,Beaverton,OR
80237,Denver,CO
80010,Aurora,CO
17402,York,PA
17403,York,PA
17701,Williamsport,PA
15301,Washington,PA
15122,West Mifflin,PA
18088,Walnutport,PA
19082,Upper Darby,PA
11563,Lynbrook,NY
11570,Rockville Centre,NY
89433,Sun Valley,NV
87402,Farmington,NM
08844,Hillsborough,NJ
89139,Las Vegas,NV
08901,New Brunswick,NJ
87106,Albuquerque,NM
89130,Las Vegas,NV
88201,Roswell,NM
32811,Orlando,FL
31005,Bonaire,GA
30339,Atlanta,GA
30342,Atlanta,GA
30329,Atlanta,GA
30004,Alpharetta,GA
31701,Albany,GA
78226,San Antonio,TX
77038,Houston,TX
78416,Corpus Christi,TX
78744,Austin,TX
79915,El Paso,TX
42633,Monticello,KY
77051,Houston,TX
77037,Houston,TX
77011,Houston,TX
75071,McKinney,TX
77016,Houston,TX
76002,Arlington,TX
40211,Louisville,KY
41653,Prestonsburg,KY
66048,Leavenworth,KS
40965,Middlesboro,KY
47807,Terre Haute,IN
11747,Melville,NY
87111,Albuquerque,NM
89074,Henderson,NV
67207,Wichita,KS
46222,Indianapolis,IN
46615,South Bend,IN
10471,Bronx,NY
54940,Fremont,WI
37205,Nashville,TN
37663,Kingsport,TN
37352,Lynchburg,TN
52804,Davenport,IA
51503,Council Bluffs,IA
04240,Lewiston,ME
76901,San Angelo,TX
90024,Los Angeles,CA
85016,Phoenix,AZ
78596,Weslaco,TX
78415,Corpus Christi,TX
53058,Nashotah,WI
60516,Downers Grove,IL
85207,Mesa,AZ
91711,Claremont,CA
46350,La Porte,IN
93212,Corcoran,CA
33613,Tampa,FL
33458,Jupiter,FL
81401,Montrose,CO
12095,Johnstown,NY
28786,Waynesville,NC
37917,Knoxville,TN
06473,North Haven,CT
61822,Champaign,IL
37218,Nashville,TN
22003,Annandale,VA
44333,Akron,OH
75219,Dallas,TX
47129,Clarksville,IN
30121,Cartersville,GA
30306,Atlanta,GA
92602,Irvine,CA
43214,Columbus,OH
99203,Spokane,WA
37643,Elizabethton,TN
37760,Jefferson City,TN
38012,Brownsville,TN
38343,Humboldt,TN
38358,Milan,TN
45056,Oxford,OH
93277,Visalia,CA
11225,Brooklyn,NY
30122,Lithia Springs,GA
80232,Denver,CO
47501,Washington,IN
31029,Forsyth,GA
40031,La Grange,KY
55811,Duluth,MN
90731,San Pedro,CA
78620,Dripping Springs,TX
59860,Polson,MT
18109,Allentown,PA
61953,Tuscola,IL
97701,Bend,OR
49221,Adrian,MI
78681,Round Rock,TX
94089,Sunnyvale,CA
89506,Reno,NV
28315,Aberdeen,NC
32561,Gulf Breeze,FL
70121,New Orleans,LA
45331,Greenville,OH
71104,Shreveport,LA
98531,Centralia,WA
11784,Selden,NY
20708,Laurel,MD
20688,Solomons,MD
93906,Salinas,CA
62712,Springfield,IL
23430,Smithfield,VA
26554,Fairmont,WV
20852,Rockville,MD
90262,Lynwood,CA
98502,Olympia,WA
20190,Reston,VA
79934,El Paso,TX
30269,Peachtree City,GA
49047,Dowagiac,MI
71446,Leesville,LA
86323,Chino Valley,AZ
02301,Brockton,MA
95624,Elk Grove,CA
98052,Redmond,WA
68118,Omaha,NE
77568,La Marque,TX
77536,Deer Park,TX
25705,Huntington,WV
93311,Bakersfield,CA
45680,South Point,OH
37216,Nashville,TN
37323,Cleveland,TN
86305,Prescott,AZ
67601,Hays,KS
33168,Miami,FL
93030,Oxnard,CA
02368,Randolph,MA
02151,Revere,MA
02110,Boston,MA
01851,Lowell,MA
01864,North Reading,MA
55105,Saint Paul,MN
92236,Coachella,CA
92223,Beaumont,CA
91801,Alhambra,CA
67203,Wichita,KS
67217,Wichita,KS
66223,Overland Park,KS
66503,Manhattan,KS
15213,Pittsburgh,PA
19605,Reading,PA
17078,Palmyra,PA
19154,Philadelphia,PA
19365,Parkesburg,PA
16105,New Castle,PA
19401,Norristown,PA
15666,Mount Pleasant,PA
15642,Irwin,PA
73099,Yukon,OK
73801,Woodward,OK
74804,Shawnee,OK
74955,Sallisaw,OK
51570,Shelby,IA
51054,Sergeant Bluff,IA
52761,Muscatine,IA
50126,Iowa Falls,IA
51105,Sioux City,IA
52245,Iowa City,IA
52405,Cedar Rapids,IA
52807,Davenport,IA
40033,Lebanon,KY
67846,Garden City,KS
04901,Waterville,ME
04005,Biddeford,ME
21784,Sykesville,MD
70634,DeRidder,LA
70714,Baker,LA
70508,Lafayette,LA
70363,Houma,LA
70401,Hammond,LA
43623,Toledo,OH
32127,Port Orange,FL
91780,Temple City,CA
92131,San Diego,CA
91343,North Hills,CA
32605,Gainesville,FL
32609,Gainesville,FL
32446,Marianna,FL
32501,Pensacola,FL
32250,Jacksonville Beach,FL
21037,Edgewater,MD
70501,Lafayette,LA
40160,Radcliff,KY
70726,Denham Springs,LA
65262,Kingdom City,MO
27858,Greenville,NC
52002,Dubuque,IA
43551,Perrysburg,OH
32922,Cocoa,FL
06704,Waterbury,CT
32738,Deltona,FL
44483,Warren,OH
95121,San Jose,CA
77864,Madisonville,TX
26505,Morgantown,WV
34231,Sarasota,FL
85051,Phoenix,AZ
95357,Modesto,CA
99338,Kennewick,WA
05478,Saint Albans,VT
23455,Virginia Beach,VA
23185,Williamsburg,VA
34714,Clermont,FL
61944,Paris,IL
06053,New Britain,CT
08861,Perth Amboy,NJ
32207,Jacksonville,FL
33442,Deerfield Beach,FL
13212,Syracuse,NY
98270,Marysville,WA
98037,Lynnwood,WA
19124,Philadelphia,PA
97146,Warrenton,OR
92337,Fontana,CA
90808,Long Beach,CA
93950,Pacific Grove,CA
26354,Grafton,WV
26452,Weston,WV
26037,Follansbee,WV
26170,Saint Marys,WV
43232,Columbus,OH
63116,Saint Louis,MO
28277,Charlotte,NC
10016,New York,NY
53717,Madison,WI
53022,Germantown,WI
53223,Milwaukee,WI
53916,Beaver Dam,WI
54929,Clintonville,WI
54971,Ripon,WI
60085,Waukegan,IL
94707,Berkeley,CA
95687,Vacaville,CA
23238,Henrico,VA
22963,Palmyra,VA
23075,Henrico,VA
72801,Russellville,AR
44114,Cleveland,OH
33134,Miami,FL
42101,Bowling Green,KY
37849,Powell,TN
37804,Maryville,TN
38125,Memphis,TN
47274,Seymour,IN
46158,Mooresville,IN
46225,Indianapolis,IN
46142,Greenwood,IN
49444,Muskegon,MI
55127,Saint Paul,MN
60523,Oak Brook,IL
90802,Long Beach,CA
55316,Champlin,MN
08103,Camden,NJ
45215,Cincinnati,OH
59101,Billings,MT
59801,Missoula,MT
83201,Pocatello,ID
80461,Leadville,CO
40391,Winchester,KY
40508,Lexington,KY
40216,Louisville,KY
40272,Louisville,KY
40514,Lexington,KY
31792,Thomasville,GA
31326,Rincon,GA
31404,Savannah,GA
31406,Savannah,GA
31088,Warner Robins,GA
30824,Thomson,GA
70647,Iowa,LA
66502,Manhattan,KS
89118,Las Vegas,NV
82001,Cheyenne,WY
26501,Morgantown,WV
24901,Lewisburg,WV
54494,Wisconsin Rapids,WI
72956,Van Buren,AR
99611,Kenai,AK
43351,Upper Sandusky,OH
59718,Bozeman,MT
29207,Columbia,SC
84044,Magna,UT
67205,Wichita,KS
20755,Fort George G Meade,MD
75160,Terrell,TX
80525,Fort Collins,CO
63144,Saint Louis,MO
92284,Yucca Valley,CA
20817,Bethesda,MD
15644,Jeannette,PA
02771,Seekonk,MA
43566,Waterville,OH
44481,Warren,OH
01089,West Springfield,MA
44870,Sandusky,OH
44044,Grafton,OH
44094,Willoughby,OH
33629,Tampa,FL
33617,Tampa,FL
43004,Blacklick,OH
45430,Dayton,OH
53406,Racine,WI
53005,Brookfield,WI
53211,Milwaukee,WI
19036,Glenolden,PA
71001,Arcadia,LA
70577,Port Barre,LA
71119,Shreveport,LA
71327,Cottonport,LA
68370,Hebron,NE
68620,Albion,NE
30058,Lithonia,GA
31763,Leesburg,GA
29169,West Columbia,SC
29560,Lake City,SC
29536,Dillon,SC
29550,Hartsville,SC
29306,Spartanburg,SC
29488,Walterboro,SC
77469,Richmond,TX
80808,Calhan,CO
97424,Cottage Grove,OR
97527,Grants Pass,OR
80634,Greeley,CO
48067,Royal Oak,MI
33710,Saint Petersburg,FL
10038,New York,NY
11434,Jamaica,NY
11435,Jamaica,NY
12078,Gloversville,NY
13760,Endicott,NY
01906,Saugus,MA
01845,North Andover,MA
01803,Burlington,MA
01702,Framingham,MA
01610,Worcester,MA
29301,Spartanburg,SC
29572,Myrtle Beach,SC
29360,Laurens,SC
29556,Kingstree,SC
99223,Spokane,WA
98072,Woodinville,WA
98125,Seattle,WA
65775,West Plains,MO
65804,Springfield,MO
65807,Springfield,MO
63376,Saint Peters,MO
63139,Saint Louis,MO
72201,Little Rock,AR
72110,Morrilton,AR
72021,Brinkley,AR
72032,Conway,AR
72058,Greenbrier,AR
31907,Columbus,GA
30303,Atlanta,GA
30327,Atlanta,GA
25271,Ripley,WV
25550,Point Pleasant,WV
24925,Caldwell,WV
87740,Raton,NM
88045,Lordsburg,NM
40229,Louisville,KY
48309,Rochester,MI
48234,Detroit,MI
48238,Detroit,MI
48221,Detroit,MI
48215,Detroit,MI
48197,Ypsilanti,MI
77591,Texas City,TX
71923,Arkadelphia,AR
38562,Gainesboro,TN
56288,Spicer,MN
55106,Saint Paul,MN
26241,Elkins,WV
25309,South Charleston,WV
37027,Brentwood,TN
02476,Arlington,MA
01720,Acton,MA
98029,Issaquah,WA
27701,Durham,NC
84104,Salt Lake City,UT
84115,Salt Lake City,UT
84501,Price,UT
84057,Orem,UT
84403,Ogden,UT
84042,Lindon,UT
77484,Waller,TX
77373,Spring,TX
78227,San Antonio,TX
78247,San Antonio,TX
76904,San Angelo,TX
62025,Edwardsville,IL
60419,Dolton,IL
60639,Chicago,IL
60641,Chicago,IL
60624,Chicago,IL
60609,Chicago,IL
60613,Chicago,IL
76205,Denton,TX
76522,Copperas Cove,TX
79103,Amarillo,TX
37148,Portland,TN
37214,Nashville,TN
37110,McMinnville,TN
76543,Killeen,TX
77340,Huntsville,TX
79512,Colorado City,TX
32211,Jacksonville,FL
33312,Fort Lauderdale,FL
32114,Daytona Beach,FL
33065,Pompano Beach,FL
33760,Clearwater,FL
33765,Clearwater,FL
92604,Irvine,CA
92708,Fountain Valley,CA
92029,Escondido,CA
46324,Hammond,IN
46402,Gary,IN
30084,Tucker,GA
31204,Macon,GA
79410,Lubbock,TX
75052,Grand Prairie,TX
79902,El Paso,TX
28054,Gastonia,NC
28301,Fayetteville,NC
28306,Fayetteville,NC
28339,Erwin,NC
28337,Elizabethtown,NC
40222,Louisville,KY
40741,London,KY
94505,Discovery Bay,CA
77003,Houston,TX
68164,Omaha,NE
60051,McHenry,IL
53018,Delafield,WI
37924,Knoxville,TN
22546,Ruther Glen,VA
54304,Green Bay,WI
62526,Decatur,IL
61820,Champaign,IL
30096,Duluth,GA
30141,Hiram,GA
30720,Dalton,GA
43215,Columbus,OH
44041,Geneva,OH
43617,Toledo,OH
62095,Wood River,IL
63044,Bridgeton,MO
73013,Edmond,OK
80202,Denver,CO
75205,Dallas,TX
89523,Reno,NV
85392,Avondale,AZ
81301,Durango,CO
17603,Lancaster,PA
06807,Cos Cob,CT
08724,Brick,NJ
68117,Omaha,NE
68131,Omaha,NE
68504,Lincoln,NE
68506,Lincoln,NE
89131,Las Vegas,NV
25313,Charleston,WV
24382,Wytheville,VA
22150,Springfield,VA
85004,Phoenix,AZ
85019,Phoenix,AZ
86322,Camp Verde,AZ
86409,Kingman,AZ
94574,Saint Helena,CA
11416,Ozone Park,NY
10028,New York,NY
78377,Refugio,TX
78251,San Antonio,TX
76234,Decatur,TX
77040,Houston,TX
77075,Houston,TX
77520,Baytown,TX
77640,Port Arthur,TX
52806,Davenport,IA
38237,Martin,TN
92595,Wildomar,CA
95818,Sacramento,CA
92054,Oceanside,CA
96080,Red Bluff,CA
95037,Morgan Hill,CA
96094,Weed,CA
92410,San Bernardino,CA
91764,Ontario,CA
45640,Jackson,OH
92651,Laguna Beach,CA
70058,Harvey,LA
70458,Slidell,LA
70438,Franklinton,LA
70345,Cut Off,LA
70118,New Orleans,LA
70056,Gretna,LA
70001,Metairie,LA
42330,Central City,KY
42066,Mayfield,KY
41501,Pikeville,KY
41094,Walton,KY
19804,Wilmington,DE
19702,Newark,DE
95901,Marysville,CA
95642,Jackson,CA
95660,North Highlands,CA
98466,Tacoma,WA
91306,Winnetka,CA
91342,Sylmar,CA
78750,Austin,TX
79124,Amarillo,TX
02149,Everett,MA
02719,Fairhaven,MA
02721,Fall River,MA
01826,Dracut,MA
02122,Dorchester,MA
02124,Dorchester Center,MA
01013,Chicopee,MA
01510,Clinton,MA
02150,Chelsea,MA
11040,New Hyde Park,NY
20814,Bethesda,MD
10025,New York,NY
10027,New York,NY
63127,Saint Louis,MO
90013,Los Angeles,CA
90025,Los Angeles,CA
17327,Glen Rock,PA
52404,Cedar Rapids,IA
50644,Independence,IA
50801,Creston,IA
50023,Ankeny,IA
50322,Urbandale,IA
19320,Coatesville,PA
37013,Antioch,TN
45342,Miamisburg,OH
50613,Cedar Falls,IA
30189,Woodstock,GA
47421,Bedford,IN
06320,New London,CT
80033,Wheat Ridge,CO
81004,Pueblo,CO
80439,Evergreen,CO
80209,Denver,CO
80224,Denver,CO
61101,Rockford,IL
10940,Middletown,NY
13790,Johnson City,NY
11725,Commack,NY
14450,Fairport,NY
11961,Ridge,NY
88240,Hobbs,NM
87020,Grants,NM
11010,Franklin Square,NY
19560,Temple,PA
56304,Saint Cloud,MN
62024,East Alton,IL
31082,Sandersville,GA
26041,Moundsville,WV
82609,Casper,WY
17844,Mifflinburg,PA
15132,McKeesport,PA
17340,Littlestown,PA
18235,Lehighton,PA
17601,Lancaster,PA
15901,Johnstown,PA
19348,Kennett Square,PA
15701,Indiana,PA
19440,Hatfield,PA
78956,Schulenburg,TX
85034,Phoenix,AZ
85381,Peoria,AZ
85305,Glendale,AZ
85307,Glendale,AZ
85338,Goodyear,AZ
85233,Gilbert,AZ
27704,Durham,NC
60646,Chicago,IL
02762,Plainville,MA
02453,Waltham,MA
49749,Indian River,MI
49686,Traverse City,MI
49677,Reed City,MI
49646,Kalkaska,MI
49464,Zeeland,MI
49453,Saugatuck,MI
49461,Whitehall,MI
49442,Muskegon,MI
49424,Holland,MI
49412,Fremont,MI
46033,Carmel,IN
53511,Beloit,WI
22046,Falls Church,VA
23320,Chesapeake,VA
22902,Charlottesville,VA
98684,Vancouver,WA
76020,Azle,TX
45236,Cincinnati,OH
45102,Amelia,OH
07960,Morristown,NJ
01060,Northampton,MA
45690,Waverly,OH
48150,Livonia,MI
95126,San Jose,CA
93060,Santa Paula,CA
92021,El Cajon,CA
91210,Glendale,CA
93551,Palmdale,CA
95337,Manteca,CA
93611,Clovis,CA
90059,Los Angeles,CA
14623,Rochester,NY
63368,O Fallon,MO
55431,Minneapolis,MN
55344,Eden Prairie,MN
55411,Minneapolis,MN
37620,Bristol,TN
29662,Mauldin,SC
29405,North Charleston,SC
29461,Moncks Corner,SC
29576,Murrells Inlet,SC
