GEOID,INTPTLAT,INTPTLONG,POP10,location,TotalArea_SqKM,PopDensity_SqKM
11935,41.021223,-72.486958,3304,"{'type': 'Point', 'coordinates': [-72.486958, 41.021223]}",29.446421,112.20378870491595
11937,41.013013,-72.168912,15398,"{'type': 'Point', 'coordinates': [-72.168912, 41.013013]}",175.069906,87.95343729721314
11939,41.123115999999996,-72.31535,926,"{'type': 'Point', 'coordinates': [-72.31535, 41.123115999999996]}",19.279196,48.03104859766974
11940,40.81317,-72.752004,5210,"{'type': 'Point', 'coordinates': [-72.752004, 40.81317]}",14.706292,354.27013145121833
11941,40.83016,-72.729761,1986,"{'type': 'Point', 'coordinates': [-72.729761, 40.83016]}",6.701697,296.3428516687639
11942,40.850437,-72.582821,4603,"{'type': 'Point', 'coordinates': [-72.582821, 40.850437]}",24.499578,187.88078717110963
11944,41.10403,-72.37154100000001,4299,"{'type': 'Point', 'coordinates': [-72.37154100000001, 41.10403]}",19.526656,220.1605845875505
11946,40.87027,-72.521704,14068,"{'type': 'Point', 'coordinates': [-72.521704, 40.87027]}",40.930548,343.70416931627693
11947,40.950659,-72.571053,416,"{'type': 'Point', 'coordinates': [-72.571053, 40.950659]}",1.683073,247.16693809478258
11948,40.960725,-72.54988,1123,"{'type': 'Point', 'coordinates': [-72.54988, 40.960725]}",7.052341,159.23790412290046
11949,40.866503,-72.804643,14573,"{'type': 'Point', 'coordinates': [-72.804643, 40.866503]}",90.085847,161.76791899397915
11950,40.808032,-72.84701,16268,"{'type': 'Point', 'coordinates': [-72.84701, 40.808032]}",11.050196,1472.191081497559
11951,40.763164,-72.830344,13680,"{'type': 'Point', 'coordinates': [-72.830344, 40.763164]}",20.281792,674.4966125281238
11952,41.001647999999996,-72.547599,4637,"{'type': 'Point', 'coordinates': [-72.547599, 41.001647999999996]}",32.703719,141.78815565287852
11953,40.892507,-72.951176,13553,"{'type': 'Point', 'coordinates': [-72.951176, 40.892507]}",26.723516,507.15631880176244
11954,41.047533,-71.946386,3326,"{'type': 'Point', 'coordinates': [-71.946386, 41.047533]}",92.858299,35.81801557661529
11955,40.809133,-72.816101,3285,"{'type': 'Point', 'coordinates': [-72.816101, 40.809133]}",8.020509,409.5750032822106
11956,40.969049,-72.462175,349,"{'type': 'Point', 'coordinates': [-72.462175, 40.969049]}",3.442535,101.37878046265325
11957,41.192201000000004,-72.14896800000001,743,"{'type': 'Point', 'coordinates': [-72.14896800000001, 41.192201000000004]}",56.594943,13.12838145273863
11958,41.039066999999996,-72.46441899999999,635,"{'type': 'Point', 'coordinates': [-72.46441899999999, 41.039066999999996]}",10.628134,59.747082601706005
11959,40.822586,-72.601345,939,"{'type': 'Point', 'coordinates': [-72.601345, 40.822586]}",11.034098,85.09984232512707
11960,40.810615000000006,-72.706062,1084,"{'type': 'Point', 'coordinates': [-72.706062, 40.810615000000006]}",5.079429,213.40981437086728
11961,40.905139,-72.888349,12834,"{'type': 'Point', 'coordinates': [-72.888349, 40.905139]}",33.537549,382.67554972487704
11962,40.930895,-72.26871899999999,494,"{'type': 'Point', 'coordinates': [-72.26871899999999, 40.930895]}",18.620069,26.530513930963412
11963,40.993155,-72.319664,6622,"{'type': 'Point', 'coordinates': [-72.319664, 40.993155]}",41.354335,160.12831544746155
11964,41.055827,-72.319034,1858,"{'type': 'Point', 'coordinates': [-72.319034, 41.055827]}",51.31767,36.20585268193197
11965,41.096081,-72.2884,534,"{'type': 'Point', 'coordinates': [-72.2884, 41.096081]}",24.074124,22.181492460535633
11967,40.794778,-72.875477,26583,"{'type': 'Point', 'coordinates': [-72.875477, 40.794778]}",31.596762,841.320385930685
11968,40.905923,-72.415661,11593,"{'type': 'Point', 'coordinates': [-72.415661, 40.905923]}",84.95277,136.46406114832982
11970,40.938952,-72.577539,522,"{'type': 'Point', 'coordinates': [-72.577539, 40.938952]}",1.524799,342.34020352846505
11971,41.064037,-72.430926,5818,"{'type': 'Point', 'coordinates': [-72.430926, 41.064037]}",39.321325,147.9604260538016
11972,40.847825,-72.702889,1321,"{'type': 'Point', 'coordinates': [-72.702889, 40.847825]}",6.253378,211.24582585604134
11973,40.86772,-72.88272099999999,9,"{'type': 'Point', 'coordinates': [-72.88272099999999, 40.86772]}",11.35123,0.7928656189681648
11975,40.941107,-72.244466,408,"{'type': 'Point', 'coordinates': [-72.244466, 40.941107]}",10.459618,39.007160682158755
11976,40.922393,-72.35070400000001,1565,"{'type': 'Point', 'coordinates': [-72.35070400000001, 40.922393]}",37.63175,41.58722355457825
11977,40.828388000000004,-72.679194,2467,"{'type': 'Point', 'coordinates': [-72.679194, 40.828388000000004]}",15.068215,163.7221130704599
11978,40.826322999999995,-72.649008,3255,"{'type': 'Point', 'coordinates': [-72.649008, 40.826322999999995]}",34.168515,95.26313917944634
11980,40.831296,-72.923154,4990,"{'type': 'Point', 'coordinates': [-72.923154, 40.831296]}",34.283359,145.55166545961848
12007,42.455665,-73.927143,60,"{'type': 'Point', 'coordinates': [-73.927143, 42.455665]}",3.147762,19.061161549062476
12008,42.853488,-73.90653499999999,497,"{'type': 'Point', 'coordinates': [-73.90653499999999, 42.853488]}",2.605826,190.72647214357366
12009,42.697722999999996,-74.03535,7164,"{'type': 'Point', 'coordinates': [-74.03535, 42.697722999999996]}",137.402094,52.13894338466195
12010,42.937632,-74.173325,28937,"{'type': 'Point', 'coordinates': [-74.173325, 42.937632]}",345.527384,83.74734200517086
12015,42.294057,-73.82511600000001,3010,"{'type': 'Point', 'coordinates': [-73.82511600000001, 42.294057]}",36.061188,83.46924122411053
12017,42.32111,-73.455997,435,"{'type': 'Point', 'coordinates': [-73.455997, 42.32111]}",51.795768,8.398369534746545
12018,42.628833,-73.520771,7930,"{'type': 'Point', 'coordinates': [-73.520771, 42.628833]}",118.579206,66.87513154709436
12019,42.934351,-73.88180799999999,14740,"{'type': 'Point', 'coordinates': [-73.88180799999999, 42.934351]}",77.68281,189.7459682521783
12020,43.001589,-73.868123,31192,"{'type': 'Point', 'coordinates': [-73.868123, 43.001589]}",202.881843,153.74466013698427
12022,42.656951,-73.33387900000001,929,"{'type': 'Point', 'coordinates': [-73.33387900000001, 42.656951]}",83.955046,11.065445667196705
12023,42.598558000000004,-74.183022,2196,"{'type': 'Point', 'coordinates': [-74.183022, 42.598558000000004]}",149.856234,14.65404502291176
12024,42.476788,-73.533278,31,"{'type': 'Point', 'coordinates': [-73.533278, 42.476788]}",2.697849,11.490635687912851
12025,43.083346,-74.138092,5505,"{'type': 'Point', 'coordinates': [-74.138092, 43.083346]}",95.044942,57.91996800839754
12027,42.935415,-73.907815,3882,"{'type': 'Point', 'coordinates': [-73.907815, 42.935415]}",18.633246,208.33729131252815
12028,42.934442,-73.442269,1172,"{'type': 'Point', 'coordinates': [-73.442269, 42.934442]}",59.173105,19.806295444526697
12029,42.41595,-73.424961,1113,"{'type': 'Point', 'coordinates': [-73.424961, 42.41595]}",52.654715,21.137708180549453
12031,42.766038,-74.451615,175,"{'type': 'Point', 'coordinates': [-74.451615, 42.766038]}",8.403851,20.82378661877751
12032,43.128628000000006,-74.471601,836,"{'type': 'Point', 'coordinates': [-74.471601, 43.128628000000006]}",241.520634,3.4614019769424753
12033,42.543138,-73.705499,7851,"{'type': 'Point', 'coordinates': [-73.705499, 42.543138]}",71.711079,109.48099107531209
12035,42.730427,-74.35922099999999,802,"{'type': 'Point', 'coordinates': [-74.35922099999999, 42.730427]}",16.416076,48.85454964998944
12036,42.541514,-74.673053,228,"{'type': 'Point', 'coordinates': [-74.673053, 42.541514]}",19.202875,11.873222108668624
12037,42.344725,-73.567126,4015,"{'type': 'Point', 'coordinates': [-73.567126, 42.344725]}",80.358742,49.96345014958049
12040,42.63735,-73.350721,113,"{'type': 'Point', 'coordinates': [-73.350721, 42.63735]}",3.384006,33.39237578183963
12041,42.577943,-73.95266,481,"{'type': 'Point', 'coordinates': [-73.95266, 42.577943]}",4.097524,117.38796404853272
12042,42.416517999999996,-73.93820600000001,271,"{'type': 'Point', 'coordinates': [-73.93820600000001, 42.416517999999996]}",11.283354,24.017681267467104
12043,42.69397,-74.530506,8509,"{'type': 'Point', 'coordinates': [-74.530506, 42.69397]}",160.643811,52.96811590208103
12045,42.482555,-73.80053199999999,584,"{'type': 'Point', 'coordinates': [-73.80053199999999, 42.482555]}",2.259761,258.4344096565964
12046,42.507517,-73.92562099999999,817,"{'type': 'Point', 'coordinates': [-73.92562099999999, 42.507517]}",45.1424,18.098284539590274
12047,42.784054,-73.726219,19664,"{'type': 'Point', 'coordinates': [-73.726219, 42.784054]}",26.57164,740.0371222852635
12051,42.345521999999995,-73.842543,7070,"{'type': 'Point', 'coordinates': [-73.842543, 42.345521999999995]}",56.176152,125.85411688575607
12052,42.75447,-73.478427,1568,"{'type': 'Point', 'coordinates': [-73.478427, 42.75447]}",81.192625,19.312098851342714
12053,42.757544,-74.190867,4587,"{'type': 'Point', 'coordinates': [-74.190867, 42.757544]}",161.851864,28.34073013827014
12054,42.608546999999994,-73.864416,16918,"{'type': 'Point', 'coordinates': [-73.864416, 42.608546999999994]}",40.085922,422.04342961102407
12056,42.764784999999996,-74.09515,2310,"{'type': 'Point', 'coordinates': [-74.09515, 42.764784999999996]}",47.905144,48.22029133238802
12057,42.968892,-73.346287,1835,"{'type': 'Point', 'coordinates': [-73.346287, 42.968892]}",91.103653,20.141892663733255
12058,42.34442,-73.917635,1445,"{'type': 'Point', 'coordinates': [-73.917635, 42.34442]}",50.603583,28.55529024496151
12059,42.619223,-74.06088100000001,1632,"{'type': 'Point', 'coordinates': [-74.06088100000001, 42.619223]}",69.018918,23.645690881447894
12060,42.410631,-73.505286,1507,"{'type': 'Point', 'coordinates': [-73.505286, 42.410631]}",89.707037,16.7991280327317
12061,42.599312,-73.657175,9050,"{'type': 'Point', 'coordinates': [-73.657175, 42.599312]}",52.425588,172.62562701251917
12062,42.538976,-73.504976,1776,"{'type': 'Point', 'coordinates': [-73.504976, 42.538976]}",75.651556,23.47605381705566
12063,42.568162,-73.638049,444,"{'type': 'Point', 'coordinates': [-73.638049, 42.568162]}",3.701083,119.96488595365194
12064,42.614166,-74.65571899999999,563,"{'type': 'Point', 'coordinates': [-74.65571899999999, 42.614166]}",29.636378,18.996923308239623
12065,42.852284000000004,-73.785597,41776,"{'type': 'Point', 'coordinates': [-73.785597, 42.852284000000004]}",92.954922,449.4221403359362
12066,42.805926,-74.233025,2143,"{'type': 'Point', 'coordinates': [-74.233025, 42.805926]}",89.750021,23.87743173898533
12067,42.557460999999996,-73.920294,1506,"{'type': 'Point', 'coordinates': [-73.920294, 42.557460999999996]}",55.963882,26.910213269336822
12068,42.956069,-74.401829,3201,"{'type': 'Point', 'coordinates': [-74.401829, 42.956069]}",81.573191,39.24083342528552
12069,42.946036,-74.279938,256,"{'type': 'Point', 'coordinates': [-74.279938, 42.946036]}",1.779466,143.8633837342214
12070,42.986058,-74.263032,1410,"{'type': 'Point', 'coordinates': [-74.263032, 42.986058]}",32.080881,43.95141143411866
12071,42.552657,-74.422661,270,"{'type': 'Point', 'coordinates': [-74.422661, 42.552657]}",23.912246,11.291285645020547
12072,42.884893,-74.356737,2890,"{'type': 'Point', 'coordinates': [-74.356737, 42.884893]}",126.127512,22.913319657015037
12074,43.054217,-74.030006,2963,"{'type': 'Point', 'coordinates': [-74.030006, 43.054217]}",94.549399,31.33811564471182
12075,42.299921999999995,-73.633627,3418,"{'type': 'Point', 'coordinates': [-73.633627, 42.299921999999995]}",102.288706,33.415223768692506
12076,42.410272,-74.39573399999999,1500,"{'type': 'Point', 'coordinates': [-74.39573399999999, 42.410272]}",199.167586,7.531345989201275
12077,42.588163,-73.777694,6246,"{'type': 'Point', 'coordinates': [-73.777694, 42.588163]}",27.148406,230.06875615459705
12078,43.134351,-74.339632,23773,"{'type': 'Point', 'coordinates': [-74.339632, 43.134351]}",290.712198,81.77503442769195
12083,42.424859000000005,-74.02650899999999,3795,"{'type': 'Point', 'coordinates': [-74.02650899999999, 42.424859000000005]}",112.943026,33.60101224842337
12084,42.704669,-73.899364,4271,"{'type': 'Point', 'coordinates': [-73.899364, 42.704669]}",9.385206,455.0779173094336
12085,42.703313,-73.963261,479,"{'type': 'Point', 'coordinates': [-73.963261, 42.703313]}",0.454725,1053.3839133542251
12086,43.011413,-74.103291,1865,"{'type': 'Point', 'coordinates': [-74.103291, 43.011413]}",15.845493,117.69908326613758
12087,42.43225,-73.892894,1073,"{'type': 'Point', 'coordinates': [-73.892894, 42.43225]}",51.653397,20.77307713179058
12089,42.867492999999996,-73.312753,69,"{'type': 'Point', 'coordinates': [-73.312753, 42.867492999999996]}",1.406178,49.06917900863191
12090,42.876802000000005,-73.351525,6262,"{'type': 'Point', 'coordinates': [-73.351525, 42.876802000000005]}",147.724538,42.389707795193786
12092,42.696079,-74.378715,1304,"{'type': 'Point', 'coordinates': [-74.378715, 42.696079]}",39.174847,33.28666478263463
12093,42.497791,-74.628105,1666,"{'type': 'Point', 'coordinates': [-74.628105, 42.497791]}",171.382806,9.720928481005265
12094,42.899423,-73.49005799999999,2268,"{'type': 'Point', 'coordinates': [-73.49005799999999, 42.899423]}",74.633681,30.388424764952973
12095,43.024817,-74.40381500000001,12606,"{'type': 'Point', 'coordinates': [-74.40381500000001, 43.024817]}",157.894007,79.8383690395545
12106,42.389554,-73.710951,2193,"{'type': 'Point', 'coordinates': [-73.710951, 42.389554]}",37.850175,57.938965936088806
12108,43.573248,-74.451487,416,"{'type': 'Point', 'coordinates': [-74.451487, 43.573248]}",385.19307,1.0799778926448496
12110,42.750572999999996,-73.776138,21908,"{'type': 'Point', 'coordinates': [-73.776138, 42.750572999999996]}",39.202888,558.8363796055025
12115,42.477301000000004,-73.5767,189,"{'type': 'Point', 'coordinates': [-73.5767, 42.477301000000004]}",13.513556,13.985956028154249
12116,42.538795,-74.911164,1920,"{'type': 'Point', 'coordinates': [-74.911164, 42.538795]}",101.915744,18.83909123991677
12117,43.167142999999996,-74.261237,3256,"{'type': 'Point', 'coordinates': [-74.261237, 43.167142999999996]}",117.938028,27.607719538942945
12118,42.909313,-73.713071,13897,"{'type': 'Point', 'coordinates': [-73.713071, 42.909313]}",85.38526,162.756428919933
12120,42.449723999999996,-74.148844,613,"{'type': 'Point', 'coordinates': [-74.148844, 42.449723999999996]}",45.514936,13.46810638160625
12121,42.839897,-73.607392,1916,"{'type': 'Point', 'coordinates': [-73.607392, 42.839897]}",61.05566,31.381202004859173
12122,42.54202,-74.326145,4582,"{'type': 'Point', 'coordinates': [-74.326145, 42.54202]}",280.928819,16.310181405774536
12123,42.547343,-73.59830600000001,5124,"{'type': 'Point', 'coordinates': [-73.59830600000001, 42.547343]}",85.693469,59.794521797221215
12124,42.453111,-73.79758100000001,606,"{'type': 'Point', 'coordinates': [-73.79758100000001, 42.453111]}",6.835784,88.65113350568127
12125,42.484747999999996,-73.39984399999999,1373,"{'type': 'Point', 'coordinates': [-73.39984399999999, 42.484747999999996]}",46.454111,29.556049409706713
12130,42.442223,-73.65938,987,"{'type': 'Point', 'coordinates': [-73.65938, 42.442223]}",1.546253,638.317274081279
12131,42.453371000000004,-74.463913,115,"{'type': 'Point', 'coordinates': [-74.463913, 42.453371000000004]}",19.344302,5.944903052071871
12132,42.470521000000005,-73.630031,338,"{'type': 'Point', 'coordinates': [-73.630031, 42.470521000000005]}",4.814732,70.20120746076832
12134,43.269201,-74.228185,3516,"{'type': 'Point', 'coordinates': [-74.228185, 43.269201]}",506.167853,6.946312333272576
12136,42.420119,-73.565108,804,"{'type': 'Point', 'coordinates': [-73.565108, 42.420119]}",47.060337,17.084450542714983
12137,42.860334,-74.133072,1679,"{'type': 'Point', 'coordinates': [-74.133072, 42.860334]}",63.164665,26.58131726021186
12138,42.748836,-73.370379,3168,"{'type': 'Point', 'coordinates': [-73.370379, 42.748836]}",208.95501,15.161158375671395
12139,43.500221,-74.579544,295,"{'type': 'Point', 'coordinates': [-74.579544, 43.500221]}",645.18666,0.45723202026526716
12140,42.696684000000005,-73.540064,1702,"{'type': 'Point', 'coordinates': [-73.540064, 42.696684000000005]}",21.647324,78.62403685554851
12143,42.489818,-73.855238,5137,"{'type': 'Point', 'coordinates': [-73.855238, 42.489818]}",50.509514,101.70361171956633
12144,42.627836,-73.717842,20555,"{'type': 'Point', 'coordinates': [-73.717842, 42.627836]}",50.541766,406.69334743863124
12147,42.518611,-74.15884,499,"{'type': 'Point', 'coordinates': [-74.15884, 42.518611]}",51.409938,9.706294530057594
12148,42.827793,-73.848164,4569,"{'type': 'Point', 'coordinates': [-73.848164, 42.827793]}",43.845611,104.2065533081521
12149,42.616654,-74.563446,2474,"{'type': 'Point', 'coordinates': [-74.563446, 42.616654]}",122.004081,20.27801020852737
12150,42.880523,-74.052689,914,"{'type': 'Point', 'coordinates': [-74.052689, 42.880523]}",3.063069,298.39353929016943
12151,42.922697,-73.787225,708,"{'type': 'Point', 'coordinates': [-73.787225, 42.922697]}",7.053225,100.37961358102145
12153,42.629923,-73.473341,814,"{'type': 'Point', 'coordinates': [-73.473341, 42.629923]}",47.075809,17.291258871408882
12154,42.937459999999994,-73.605775,2818,"{'type': 'Point', 'coordinates': [-73.605775, 42.937459999999994]}",111.094404,25.365814105272126
12155,42.596357,-74.82765500000001,1977,"{'type': 'Point', 'coordinates': [-74.82765500000001, 42.596357]}",147.732718,13.38227595595987
12156,42.483503999999996,-73.747254,848,"{'type': 'Point', 'coordinates': [-73.747254, 42.483503999999996]}",38.919019,21.788832858299948
12157,42.669798,-74.286077,4061,"{'type': 'Point', 'coordinates': [-74.286077, 42.669798]}",113.102403,35.90551475727709
12158,42.542158,-73.822091,6309,"{'type': 'Point', 'coordinates': [-73.822091, 42.542158]}",81.684499,77.23619630696395
12159,42.651428,-73.885894,7896,"{'type': 'Point', 'coordinates': [-73.885894, 42.651428]}",36.603359,215.71790720081182
12160,42.761621000000005,-74.383152,944,"{'type': 'Point', 'coordinates': [-74.383152, 42.761621000000005]}",46.255285,20.40847872843071
12161,42.534769,-73.854863,160,"{'type': 'Point', 'coordinates': [-73.854863, 42.534769]}",1.075955,148.7051038379858
12164,43.578133,-74.359045,365,"{'type': 'Point', 'coordinates': [-74.359045, 43.578133]}",127.581311,2.860920593612649
12165,42.306135999999995,-73.504114,175,"{'type': 'Point', 'coordinates': [-73.504114, 42.306135999999995]}",8.357896,20.938283989176224
12166,42.833587,-74.445509,1363,"{'type': 'Point', 'coordinates': [-74.445509, 42.833587]}",114.305994,11.924134092215672
12167,42.424941,-74.57804499999999,2438,"{'type': 'Point', 'coordinates': [-74.57804499999999, 42.424941]}",119.116864,20.46729504228721
12168,42.560862,-73.380714,1952,"{'type': 'Point', 'coordinates': [-73.380714, 42.560862]}",90.651338,21.533052275521847
12169,42.592887,-73.448036,306,"{'type': 'Point', 'coordinates': [-73.448036, 42.592887]}",24.828241,12.324674953815698
12170,43.001956,-73.667271,4945,"{'type': 'Point', 'coordinates': [-73.667271, 43.001956]}",79.79339,61.97255186175195
12172,42.288764,-73.739212,405,"{'type': 'Point', 'coordinates': [-73.739212, 42.288764]}",1.144099,353.9903452411024
12173,42.380013,-73.75966,1753,"{'type': 'Point', 'coordinates': [-73.75966, 42.380013]}",44.588966,39.314659146839155
12174,42.353449,-73.728436,345,"{'type': 'Point', 'coordinates': [-73.728436, 42.353449]}",2.977003,115.88836155018991
12175,42.544369,-74.55622,797,"{'type': 'Point', 'coordinates': [-74.55622, 42.544369]}",57.532331,13.853080279330243
12176,42.382017,-73.980862,198,"{'type': 'Point', 'coordinates': [-73.980862, 42.382017]}",8.872378,22.31645225214706
12177,42.950952,-74.28726,518,"{'type': 'Point', 'coordinates': [-74.28726, 42.950952]}",1.690107,306.48947078498577
12180,42.748588,-73.599536,53606,"{'type': 'Point', 'coordinates': [-73.599536, 42.748588]}",144.907652,369.9321551356032
12182,42.799699,-73.630864,14733,"{'type': 'Point', 'coordinates': [-73.630864, 42.799699]}",37.077428,397.3576592205911
12183,42.74787,-73.692595,2620,"{'type': 'Point', 'coordinates': [-73.692595, 42.74787]}",2.417991,1083.544148840918
12184,42.419893,-73.653359,7148,"{'type': 'Point', 'coordinates': [-73.653359, 42.419893]}",101.616752,70.34273246600127
12185,42.915623,-73.571332,2037,"{'type': 'Point', 'coordinates': [-73.571332, 42.915623]}",63.620649,32.017906639085055
12186,42.633164,-73.977188,6277,"{'type': 'Point', 'coordinates': [-73.977188, 42.633164]}",82.963716,75.65958111133787
12187,42.618840000000006,-74.463554,697,"{'type': 'Point', 'coordinates': [-74.463554, 42.618840000000006]}",59.676277,11.679683033846096
12188,42.821216,-73.695525,10980,"{'type': 'Point', 'coordinates': [-73.695525, 42.821216]}",36.380829,301.8073062601185
12189,42.736342,-73.71752099999999,17568,"{'type': 'Point', 'coordinates': [-73.71752099999999, 42.736342]}",16.973574,1035.020673901678
12190,43.475631,-74.28541,674,"{'type': 'Point', 'coordinates': [-74.28541, 43.475631]}",461.960905,1.45899792104702
12192,42.409034999999996,-73.82767700000001,1722,"{'type': 'Point', 'coordinates': [-73.82767700000001, 42.409034999999996]}",44.568805,38.63688963614798
12193,42.52276,-74.04326800000001,2016,"{'type': 'Point', 'coordinates': [-74.04326800000001, 42.52276]}",101.605653,19.841415713356028
12194,42.528462,-74.447631,207,"{'type': 'Point', 'coordinates': [-74.447631, 42.528462]}",39.984358,5.177024475421113
12195,42.482789000000004,-73.475088,154,"{'type': 'Point', 'coordinates': [-73.475088, 42.482789000000004]}",5.064017,30.410640406617908
12196,42.631786,-73.613946,3031,"{'type': 'Point', 'coordinates': [-73.613946, 42.631786]}",23.452032,129.24253216096585
12197,42.609999,-74.724749,2233,"{'type': 'Point', 'coordinates': [-74.724749, 42.609999]}",174.555923,12.792461932099547
12198,42.672768,-73.633574,7903,"{'type': 'Point', 'coordinates': [-73.633574, 42.672768]}",34.544622,228.77656614682311
12202,42.635575,-73.759658,9628,"{'type': 'Point', 'coordinates': [-73.759658, 42.635575]}",5.873944,1639.1031307074088
12203,42.681048,-73.84698,29952,"{'type': 'Point', 'coordinates': [-73.84698, 42.681048]}",29.70931,1008.168819807663
12204,42.691516,-73.733751,7349,"{'type': 'Point', 'coordinates': [-73.733751, 42.691516]}",11.395621,644.8968423923541
12205,42.718785,-73.82924,26977,"{'type': 'Point', 'coordinates': [-73.82924, 42.718785]}",41.17585,655.1655885670849
12206,42.674481,-73.782648,16395,"{'type': 'Point', 'coordinates': [-73.782648, 42.674481]}",5.503149,2979.20336156626
12207,42.658398,-73.745952,1948,"{'type': 'Point', 'coordinates': [-73.745952, 42.658398]}",3.150176,618.378147760633
12208,42.653031,-73.809978,20702,"{'type': 'Point', 'coordinates': [-73.809978, 42.653031]}",10.889703,1901.0619481541414
12209,42.638686,-73.79046899999999,10121,"{'type': 'Point', 'coordinates': [-73.79046899999999, 42.638686]}",5.553716,1822.3834276005473
12210,42.659502,-73.756237,10158,"{'type': 'Point', 'coordinates': [-73.756237, 42.659502]}",2.339063,4342.76460274905
12211,42.703095000000005,-73.763706,11303,"{'type': 'Point', 'coordinates': [-73.763706, 42.703095000000005]}",20.783748,543.8383875709039
12222,42.685261,-73.82323000000001,6489,"{'type': 'Point', 'coordinates': [-73.82323000000001, 42.685261]}",1.428843,4541.436672888483
12302,42.878182,-73.982505,27582,"{'type': 'Point', 'coordinates': [-73.982505, 42.878182]}",112.862991,244.38480458133526
12303,42.740387,-73.90539799999999,29857,"{'type': 'Point', 'coordinates': [-73.90539799999999, 42.740387]}",39.869663,748.8651208313448
12304,42.77469,-73.898297,21482,"{'type': 'Point', 'coordinates': [-73.898297, 42.77469]}",17.742067,1210.7946610730307
12305,42.812011,-73.950342,5716,"{'type': 'Point', 'coordinates': [-73.950342, 42.812011]}",4.161092,1373.6778710972985
12306,42.805429,-74.044227,25636,"{'type': 'Point', 'coordinates': [-74.044227, 42.805429]}",113.32718,226.2122819962519
12307,42.804981,-73.932822,7692,"{'type': 'Point', 'coordinates': [-73.932822, 42.804981]}",1.86437,4125.790481503135
12308,42.82098,-73.91967,15335,"{'type': 'Point', 'coordinates': [-73.91967, 42.82098]}",5.989936,2560.1275205611546
12309,42.79987,-73.864965,29343,"{'type': 'Point', 'coordinates': [-73.864965, 42.79987]}",45.217217,648.9342322859012
12401,41.917055,-74.17838499999999,35040,"{'type': 'Point', 'coordinates': [-74.17838499999999, 41.917055]}",154.81741,226.3311342051259
12404,41.818958,-74.236082,3385,"{'type': 'Point', 'coordinates': [-74.236082, 41.818958]}",93.042396,36.38126430020139
12405,42.317909,-74.085995,780,"{'type': 'Point', 'coordinates': [-74.085995, 42.317909]}",18.580345,41.979844830653036
12406,42.079943,-74.52409300000001,823,"{'type': 'Point', 'coordinates': [-74.52409300000001, 42.079943]}",112.164681,7.3374255840838165
12407,42.317638,-74.358152,173,"{'type': 'Point', 'coordinates': [-74.358152, 42.317638]}",8.712823,19.855791859882842
12409,42.040569,-74.181139,804,"{'type': 'Point', 'coordinates': [-74.181139, 42.040569]}",37.529813,21.422968454439143
12410,42.066096,-74.42473199999999,397,"{'type': 'Point', 'coordinates': [-74.42473199999999, 42.066096]}",106.749922,3.7189722724106535
12411,41.876019,-74.044802,497,"{'type': 'Point', 'coordinates': [-74.044802, 41.876019]}",2.475443,200.7721446221949
12412,42.012732,-74.279585,673,"{'type': 'Point', 'coordinates': [-74.279585, 42.012732]}",15.71894,42.8145918236217
12413,42.313984000000005,-74.02216,2948,"{'type': 'Point', 'coordinates': [-74.02216, 42.313984000000005]}",42.583767,69.2282578006779
12414,42.232019,-73.91386700000001,10510,"{'type': 'Point', 'coordinates': [-73.91386700000001, 42.232019]}",156.150908,67.30668514588466
12416,42.10304,-74.281552,277,"{'type': 'Point', 'coordinates': [-74.281552, 42.10304]}",13.172696,21.028345298487114
12417,41.906422,-73.990723,581,"{'type': 'Point', 'coordinates': [-73.990723, 41.906422]}",0.891281,651.8707343699687
12418,42.358758,-74.16168,537,"{'type': 'Point', 'coordinates': [-74.16168, 42.358758]}",35.782601,15.007293628543101
12419,41.860252,-74.102007,722,"{'type': 'Point', 'coordinates': [-74.102007, 41.860252]}",6.25698,115.39113118469292
12420,41.672466,-74.37155899999999,363,"{'type': 'Point', 'coordinates': [-74.37155899999999, 41.672466]}",10.948511,33.15519343223932
12421,42.250044,-74.546139,470,"{'type': 'Point', 'coordinates': [-74.546139, 42.250044]}",50.805051,9.251048680179457
12422,42.391829,-74.213288,339,"{'type': 'Point', 'coordinates': [-74.213288, 42.391829]}",26.401698,12.840083240100693
12423,42.379218,-74.109746,1097,"{'type': 'Point', 'coordinates': [-74.109746, 42.379218]}",32.933731,33.30931439259038
12424,42.247617,-74.115847,250,"{'type': 'Point', 'coordinates': [-74.115847, 42.247617]}",46.324026,5.39676754347733
12427,42.134238,-74.136736,576,"{'type': 'Point', 'coordinates': [-74.136736, 42.134238]}",106.295281,5.418867089687641
12428,41.746871999999996,-74.466183,6602,"{'type': 'Point', 'coordinates': [-74.466183, 41.746871999999996]}",141.333623,46.712168413032195
12429,41.833329,-73.985378,281,"{'type': 'Point', 'coordinates': [-73.985378, 41.833329]}",5.472262,51.34988054300032
12430,42.195479999999996,-74.503394,1194,"{'type': 'Point', 'coordinates': [-74.503394, 42.195479999999996]}",102.890915,11.604523100994873
12431,42.362023,-74.023533,1381,"{'type': 'Point', 'coordinates': [-74.023533, 42.362023]}",40.12767,34.415155427663755
12432,42.044379,-73.94443000000001,492,"{'type': 'Point', 'coordinates': [-73.94443000000001, 42.044379]}",1.550754,317.2650207576444
12433,42.000640999999995,-74.156576,483,"{'type': 'Point', 'coordinates': [-74.156576, 42.000640999999995]}",10.117173,47.7406089626025
